날짜,평균풍향,평균풍향명,평균풍속,최고풍속,최고풍속방향,최고풍속방향명,평균온도,최소온도,최고온도,평균습도,최소습도,최고습도,강수량,측정위치
2019-05-26,85,동,2,12.4,119,동남동,17,12.4,23.2,45.5,32,61,0,하이원 마운틴탑
2019-05-27,80,동,3.2,17.7,98,동,11.1,7.7,13.5,95.6,54,100,0.5,하이원 마운틴탑
2019-05-28,145,남동,3.4,16.7,160,남남동,9.1,4.4,15.9,75.8,44,100,0,하이원 마운틴탑
2019-05-29,132,남동,4.3,16.3,168,남남동,12.5,7.2,18.7,52.1,31,67,0,하이원 마운틴탑
2019-05-30,123,동남동,3.6,13.1,104,동남동,12.7,7.5,18.8,57.9,34,98,1,하이원 마운틴탑
2019-05-31,117,동남동,3.5,12.9,124,남동,10,2.9,17.4,81.1,50,100,0,하이원 마운틴탑
2019-06-01,118,동남동,2.8,11.1,122,동남동,11.8,5.1,18.3,69.3,34,100,1,하이원 마운틴탑
2019-06-02,123,동남동,2.1,8.2,125,남동,15.9,10.1,22.7,43.8,20,76,1,하이원 마운틴탑
2019-06-03,134,남동,1.7,10,117,동남동,16.8,10,23.9,62.7,40,78,0,하이원 마운틴탑
2019-06-04,111,동남동,2.6,13.5,124,남동,17.6,12,25.1,64.1,34,87,0,하이원 마운틴탑
2019-06-05,140,남동,2.7,42,225,남서,18.4,12.1,25.9,53.7,33,87,2,하이원 마운틴탑
2019-06-06,83,동,2.1,13.6,258,서남서,16.3,10.9,23,81.4,50,100,7.5,하이원 마운틴탑
2019-06-07,277,서,8.5,21.1,259,서남서,10.3,9.6,11.1,100,100,100,4.5,하이원 마운틴탑
2019-06-08,305,북서,2.6,9.4,268,서,13.9,6.9,19.8,78.8,42,100,0,하이원 마운틴탑
2019-06-09,281,서,2.8,9.8,288,서북서,13.4,6.5,21.3,69.7,32,100,2,하이원 마운틴탑
2019-06-10,270,서,4.5,11.2,269,서,7.3,5.7,11.1,98.7,76,100,0,하이원 마운틴탑
2019-06-11,261,서,3.3,12.4,244,서남서,8.5,6,13.3,95.7,81,100,0.5,하이원 마운틴탑
2019-06-12,234,남서,2.1,6.8,267,서,13.4,7.8,19.9,71,46,89,0,하이원 마운틴탑
2019-06-13,77,동북동,0.8,7.5,98,동,16.6,13.2,22.6,58.2,42,79,0,하이원 마운틴탑
2019-06-14,101,동,1.5,21,113,동남동,14.3,11.3,18.1,80.9,65,97,0,하이원 마운틴탑
2019-06-15,239,서남서,3.4,15.2,264,서,12.5,8.5,19.1,92.1,65,100,0,하이원 마운틴탑
2019-06-16,204,남남서,3.4,11.9,249,서남서,11.1,8.1,16.6,96,66,100,0,하이원 마운틴탑
2019-06-17,113,동남동,2.6,7.9,101,동,13.5,10.8,19.5,90.8,65,100,0,하이원 마운틴탑
2019-06-18,121,동남동,3.4,12.1,135,남동,13,10.3,18.8,92.4,69,100,0,하이원 마운틴탑
2019-06-19,130,남동,2.9,14,112,동남동,13.5,11.5,17.8,97.7,81,100,0,하이원 마운틴탑
2019-06-20,112,동남동,2.1,8.1,138,남동,16.4,10.7,23.4,86.2,45,100,0,하이원 마운틴탑
2019-06-21,189,남,3.1,8.6,243,서남서,14.5,8.1,22.7,90.5,60,100,0,하이원 마운틴탑
2019-06-22,269,서,4.9,9.5,257,서남서,12.1,8.1,17.9,83.3,63,100,0,하이원 마운틴탑
2019-06-23,260,서남서,5.6,12,256,서남서,11.6,8,17.5,87.5,68,100,0,하이원 마운틴탑
2019-06-24,215,남서,2.4,8.8,268,서,15.1,9.3,21.7,79.8,49,100,0,하이원 마운틴탑
2019-06-25,86,동,1.6,6.9,37,북동,17,11.3,22.7,76.5,47,100,0,하이원 마운틴탑
2019-06-26,20,북북동,2.1,61,189,남,16.8,13.6,24.2,77.2,42,100,0,하이원 마운틴탑
2019-06-27,185,남,1.9,9.2,96,동,17.5,15.6,22.8,92.4,70,100,0.5,하이원 마운틴탑
2019-06-28,74,동북동,1.3,5.8,116,동남동,18.6,14.3,24.8,80.2,53,100,0,하이원 마운틴탑
2019-06-29,93,동,1.6,10.5,85,동,15.3,13.9,18.7,99.3,86,100,0.5,하이원 마운틴탑
2019-06-30,129,남동,2.8,9.8,124,남동,15.5,14,19.3,98.8,86,100,0,하이원 마운틴탑
2019-07-01,115,동남동,3,10.4,138,남동,14.4,12.3,19.3,97,78,100,0,하이원 마운틴탑
2019-07-02,119,동남동,2.9,9.5,121,동남동,15,11,20.9,90.6,66,100,0,하이원 마운틴탑
2019-07-03,181,남,1.6,6.5,247,서남서,15.8,12.3,21.1,88,56,100,0.5,하이원 마운틴탑
2019-07-04,154,남남동,1.9,7.8,161,남남동,17.5,12.5,25.5,81.4,48,100,0,하이원 마운틴탑
2019-07-05,285,서북서,2.4,7,308,북서,19,14.2,24,71.2,49,100,0,하이원 마운틴탑
2019-07-06,285,서북서,4.1,13,269,서,16.1,12,20.7,82.4,56,100,0,하이원 마운틴탑
2019-07-07,272,서,7.3,17,263,서,12.7,10.4,16,94.2,77,100,0,하이원 마운틴탑
2019-07-08,274,서,6.4,11.8,276,서,11.6,10.1,13.7,100,100,100,0,하이원 마운틴탑
2019-07-09,275,서,6,11.6,282,서북서,11.7,10.5,14.6,99.9,96,100,0,하이원 마운틴탑
2019-07-10,277,서,8.2,16.5,280,서,12.2,10.8,14.7,100,100,100,0,하이원 마운틴탑
2019-07-11,250,서남서,5.5,15.9,266,서,14.7,12.7,16.1,100,100,100,0,하이원 마운틴탑
2019-07-12,133,남동,2.4,8.1,131,남동,14.2,12.5,18.6,100,100,100,0,하이원 마운틴탑
2019-07-13,156,남남동,1.3,8.9,121,동남동,16.3,12.8,22.9,92.7,60,100,0,하이원 마운틴탑
2019-07-14,297,서북서,1.4,6.3,292,서북서,16.3,13.1,22.3,93.2,64,100,0,하이원 마운틴탑
2019-07-15,41,북동,0.9,5.9,341,북북서,15.2,13.7,17.6,99.7,92,100,0,하이원 마운틴탑
2019-07-16,62,동북동,0.9,5.9,132,남동,15.8,13.6,21.8,96.9,72,100,37,하이원 마운틴탑
2019-07-17,104,동남동,1.3,6.6,126,남동,17.2,14.2,22.8,93.9,65,100,0,하이원 마운틴탑
2019-07-18,109,동남동,1.2,6,106,동남동,17.6,15.2,22.8,93.8,65,100,0,하이원 마운틴탑
2019-07-19,63,동북동,1.3,9.2,19,북북동,19.6,15.8,24.2,92.5,59,100,0.5,하이원 마운틴탑
2019-07-20,355,북,4,17.8,313,북서,18.1,17.2,18.9,99,91,100,0.5,하이원 마운틴탑
2019-07-21,91,동,2.6,16.5,137,남동,18,17.2,19,100,100,100,0.5,하이원 마운틴탑
2019-07-22,119,동남동,3.8,17.5,144,남동,18.3,17.1,21.9,99.8,93,100,0,하이원 마운틴탑
2019-07-23,117,동남동,2.6,10.1,121,동남동,19.7,16.9,25.1,96.5,75,100,0,하이원 마운틴탑
2019-07-24,110,동남동,2.2,7.2,127,남동,19.7,18.8,24.2,99.1,82,100,0,하이원 마운틴탑
2019-07-25,100,동,1.5,8,131,남동,19.5,18.7,20.3,100,100,100,0.5,하이원 마운틴탑
2019-07-26,82,동,1.7,9.5,91,동,19.6,18.9,20.1,100,100,100,0.5,하이원 마운틴탑
2019-07-27,103,동남동,1.3,8.7,101,동,20.4,18.5,24.9,98.5,83,100,0,하이원 마운틴탑
2019-07-28,85,동,1.5,13.7,129,남동,19.3,18.1,20.3,100,100,100,1,하이원 마운틴탑
2019-07-29,104,동남동,2.1,10.8,100,동,19.1,17.8,21.9,99.5,93,100,0,하이원 마운틴탑
2019-07-30,103,동남동,2.4,12.8,130,남동,19.2,17.7,21.1,99.9,96,100,0,하이원 마운틴탑
2019-07-31,102,동남동,2.4,12.1,100,동,19.5,18.4,20.7,100,100,100,0,하이원 마운틴탑
2019-01-01,141,남동,0.5,7.2,142,남동,-9.2,-14,-2.1,60.4,29,81,0,하이원 벨리베이스
2019-01-02,96,동,0.3,3.9,328,북북서,-10,-14.9,-1.3,59.3,18,86,0,하이원 벨리베이스
2019-01-03,123,동남동,0.3,3.4,0,북,-8.5,-14.6,1.4,52.8,15,72,0,하이원 벨리베이스
2019-01-04,142,남동,0.5,6.6,137,남동,-5.7,-11.6,2.5,55,19,77,0,하이원 벨리베이스
2019-01-05,131,남동,0.5,4.9,173,남,-5.2,-10.9,1.3,63,23,89,0,하이원 벨리베이스
2019-01-06,126,남동,0.3,2.8,320,북서,-6.7,-11.7,2.9,60.2,26,79,0,하이원 벨리베이스
2019-01-07,124,동남동,0.6,6.2,155,남남동,-6.6,-12.1,0.7,52.8,25,70,0,하이원 벨리베이스
2019-01-08,140,남동,0.7,9.3,142,남동,-6.4,-11.2,-0.1,43.7,20,69,0,하이원 벨리베이스
2019-01-09,124,남동,0.4,5.6,153,남남동,-9.7,-15.5,-1.4,47.9,15,77,0,하이원 벨리베이스
2019-01-10,141,남동,0.4,5.9,160,남남동,-4.7,-11,1.4,44.6,12,82,0,하이원 벨리베이스
2019-01-11,137,남동,0.5,5,145,남동,-4.2,-11,5.7,68.9,25,91,0,하이원 벨리베이스
2019-01-12,148,남남동,0.2,2.1,340,북북서,-2,-6.6,1.1,92.2,78,97,3,하이원 벨리베이스
2019-01-13,147,남남동,0.7,3.3,170,남,-4.1,-9.1,6.7,83.8,40,96,0,하이원 벨리베이스
2019-01-14,160,남남동,0.8,4.2,154,남남동,-3.8,-9.3,5,70.7,30,92,0,하이원 벨리베이스
2019-01-15,145,남동,1.1,10.6,150,남남동,-3.8,-11.1,-0.5,68.6,52,82,0,하이원 벨리베이스
2019-01-16,140,남동,0.5,6.4,142,남동,-10.1,-16.4,-2.3,58.8,21,85,0,하이원 벨리베이스
2019-01-17,154,남남동,0.8,6.8,150,남남동,-4.9,-9.7,1.3,62,36,78,0,하이원 벨리베이스
2019-01-18,136,남동,0.5,3.1,344,북북서,-6,-11.5,3.7,62.2,24,81,0,하이원 벨리베이스
2019-01-19,163,남남동,0.5,6.4,165,남남동,-2.9,-7.7,6.5,59.3,9,79,0,하이원 벨리베이스
2019-01-20,124,남동,0.8,6.8,174,남,-2.5,-8.1,2.1,51,22,79,0,하이원 벨리베이스
2019-01-21,129,남동,0.9,7.4,155,남남동,-6.5,-13.4,-2,65.3,36,74,0,하이원 벨리베이스
2019-01-22,136,남동,0.9,7.7,294,서북서,-3.1,-10.2,4.7,63.4,30,90,0,하이원 벨리베이스
2019-01-23,151,남남동,1,8.2,153,남남동,-1.7,-7.2,4.8,58.5,23,84,0,하이원 벨리베이스
2019-01-24,159,남남동,0.7,3.7,313,북서,-5.1,-10.5,4.3,56.8,17,82,0,하이원 벨리베이스
2019-01-25,147,남남동,0.8,6.5,149,남남동,-4.8,-10.6,1.4,48.2,21,81,0,하이원 벨리베이스
2019-01-26,151,남남동,0.6,5.9,175,남,-8.5,-13.6,-0.1,56.4,24,75,0,하이원 벨리베이스
2019-01-27,102,동,0.5,6,165,남남동,-6,-14.3,4.8,52,12,77,0,하이원 벨리베이스
2019-01-28,136,남동,1.3,11,160,남남동,-2.8,-10.3,2.4,59.4,28,88,0.5,하이원 벨리베이스
2019-01-29,157,남남동,0.8,5.9,154,남남동,-5.2,-13.2,5.8,56.7,19,81,0,하이원 벨리베이스
2019-01-30,150,남남동,0.5,6.4,150,남남동,-1.2,-6.1,7.1,52.9,18,73,0,하이원 벨리베이스
2019-01-31,172,남,0.4,4.8,290,서북서,-2.5,-8.1,0.2,69.4,45,88,0,하이원 벨리베이스
2019-02-01,111,동남동,1,9.9,159,남남동,-7.4,-14.6,-0.3,55.2,20,77,0,하이원 벨리베이스
2019-02-02,142,남동,0.5,7.2,173,남,-3.9,-10.9,5.1,68.1,37,92,0,하이원 벨리베이스
2019-02-03,114,동남동,0.7,9.6,170,남,3.4,-1.4,7.9,91.3,60,100,21,하이원 벨리베이스
2019-02-04,137,남동,0.8,10.1,139,남동,-1.7,-5.6,3.4,48.2,18,85,0,하이원 벨리베이스
2019-02-05,133,남동,0.6,10.3,165,남남동,-1.7,-7.7,7,51.1,19,85,0,하이원 벨리베이스
2019-02-06,154,남남동,0.8,10.9,166,남남동,2,-3.7,9.3,61.6,15,82,0,하이원 벨리베이스
2019-02-07,150,남남동,1,10.2,356,북,-0.4,-8.7,3.4,63.3,31,93,2,하이원 벨리베이스
2019-02-08,149,남남동,0.6,4.3,337,북북서,-6.2,-11.4,0.9,46.1,20,67,0,하이원 벨리베이스
2019-02-09,150,남남동,0.7,6.6,176,남,-6.2,-11,-0.4,39.4,22,65,0,하이원 벨리베이스
2019-02-10,250,서남서,0.6,5.9,318,북서,-5.9,-13,0.3,61.1,37,75,0,하이원 벨리베이스
2019-02-11,134,남동,0.7,8,151,남남동,-6,-10.3,0.8,43.7,18,66,0,하이원 벨리베이스
2019-02-12,123,동남동,0.5,5.2,152,남남동,-5.6,-11.5,2,56,30,79,0,하이원 벨리베이스
2019-02-13,133,남동,0.6,7.8,189,남,-5.6,-10.7,2,51,23,73,0,하이원 벨리베이스
2019-02-14,143,남동,0.5,6.7,294,서북서,-4.5,-9.5,1.3,71.4,46,87,0,하이원 벨리베이스
2019-02-15,132,남동,1.2,10.3,158,남남동,-0.8,-3.9,3.6,64.6,36,81,0,하이원 벨리베이스
2019-02-16,118,동남동,0.7,5.9,141,남동,-5.6,-10.3,0.5,66.6,35,86,0,하이원 벨리베이스
2019-02-17,126,남동,0.4,4.6,163,남남동,-6.7,-13.3,4.1,62.7,24,91,0,하이원 벨리베이스
2019-02-18,157,남남동,0.4,4.5,279,서,-1.4,-10.8,10.3,44.6,8,76,0,하이원 벨리베이스
2019-02-19,88,동,0.3,8.5,0,북,0.1,-2,2.7,87.8,39,99,10,하이원 벨리베이스
2019-02-20,164,남남동,0.7,6.4,166,남남동,-1.9,-3.5,0.7,76,60,89,0,하이원 벨리베이스
2019-02-21,154,남남동,0.5,5.4,281,서,-1.7,-8.2,9.5,77.1,38,96,0,하이원 벨리베이스
2019-02-22,131,남동,0.4,3.1,352,북,0.3,-7.1,12.5,68.1,21,93,0,하이원 벨리베이스
2019-02-23,165,남남동,0.5,4.6,258,서남서,-0.6,-5.4,8.3,74.5,34,95,0,하이원 벨리베이스
2019-02-24,133,남동,0.5,6.5,158,남남동,1.4,-4.9,12.9,65.6,27,95,0,하이원 벨리베이스
2019-02-25,133,남동,0.4,4.4,143,남동,2,-3.1,12.1,56.9,17,84,0,하이원 벨리베이스
2019-02-26,141,남동,0.5,5.9,157,남남동,0.9,-5.5,11.5,64.2,18,95,0,하이원 벨리베이스
2019-02-27,187,남,0.6,5.7,293,서북서,2.9,-1.9,9.2,72.4,43,90,0,하이원 벨리베이스
2019-02-28,153,남남동,0.5,5.2,155,남남동,3,-3.2,10.7,63.8,19,95,0,하이원 벨리베이스
2019-03-01,149,남남동,0.5,5.5,144,남동,1.6,-4.5,12.7,61.3,21,91,0,하이원 벨리베이스
2019-03-02,164,남남동,0.6,4.3,278,서,2.4,-4.9,13.1,56.4,19,82,0,하이원 벨리베이스
2019-03-03,162,남남동,0.6,20,271,서,4,-3,14.2,60.6,18,88,0,하이원 벨리베이스
2019-03-04,162,남남동,0.6,4.3,26,북북동,4.1,-0.5,14.5,60.3,25,81,0,하이원 벨리베이스
2019-03-05,118,동남동,0.7,7,143,남동,4.4,-2.4,11.9,60.4,21,92,0,하이원 벨리베이스
2019-03-06,163,남남동,0.6,6.7,152,남남동,4.8,0.4,13.3,60,26,96,1.5,하이원 벨리베이스
2019-03-07,122,동남동,0.2,2.9,163,남남동,1.1,-2.6,7.7,88.7,53,100,7,하이원 벨리베이스
2019-03-08,152,남남동,0.7,7.5,153,남남동,1.7,-5,13.3,65.1,19,98,0,하이원 벨리베이스
2019-03-09,137,남동,0.6,7.7,135,남동,3.3,-4.5,13.2,46.1,10,87,0,하이원 벨리베이스
2019-03-10,158,남남동,0.5,6.1,303,서북서,3.2,1,7.3,65.8,26,98,1,하이원 벨리베이스
2019-03-11,125,남동,0.6,5.8,355,북,2,-3.8,7.3,74.6,42,98,0,하이원 벨리베이스
2019-03-12,136,남동,1.1,12.1,150,남남동,1,-4.9,6.8,73.3,48,95,0.5,하이원 벨리베이스
2019-03-13,131,남동,1.3,10.3,149,남남동,-2.4,-6.7,4,48.6,28,80,0,하이원 벨리베이스
2019-03-14,134,남동,0.7,5.9,160,남남동,-1.5,-9,6.5,52.1,21,76,0,하이원 벨리베이스
2019-03-15,117,동남동,0.7,8.5,204,남남서,1.6,-2.2,9.4,69.6,20,98,4.5,하이원 벨리베이스
2019-03-16,161,남남동,0.5,6.9,293,서북서,-1.2,-7.2,4.1,84.5,56,98,4.5,하이원 벨리베이스
2019-03-17,138,남동,0.5,5.6,151,남남동,-0.7,-6.7,9.2,75.9,36,95,0.5,하이원 벨리베이스
2019-03-18,155,남남동,0.6,5.9,151,남남동,2.4,-6,13.3,57,19,88,0,하이원 벨리베이스
2019-03-19,141,남동,0.5,3.8,342,북북서,5.7,-1.2,17.2,62.9,31,88,0,하이원 벨리베이스
2019-03-20,160,남남동,0.8,8.7,301,서북서,7.4,1.5,15.9,74.6,33,98,0,하이원 벨리베이스
2019-03-21,103,동남동,1.2,13.9,148,남남동,6.8,-0.5,10.4,86.6,65,100,0,하이원 벨리베이스
2019-03-22,130,남동,0.6,6.3,151,남남동,0.8,-2.7,9.3,64.7,30,93,0,하이원 벨리베이스
2019-03-23,133,남동,0.6,10.7,145,남동,-1.8,-6.3,5.2,67,30,93,0,하이원 벨리베이스
2019-03-24,108,동남동,1,11.5,162,남남동,-0.5,-7.8,8.4,58.8,28,90,0,하이원 벨리베이스
2019-03-25,124,남동,1,8,162,남남동,5.7,-4.2,11.7,65.7,44,81,0,하이원 벨리베이스
2019-03-26,136,남동,0.8,9,165,남남동,6.5,0.1,16.5,54.1,18,85,0,하이원 벨리베이스
2019-03-27,131,남동,1.7,15.6,147,남남동,10,4.4,16.3,53.5,29,76,0,하이원 벨리베이스
2019-03-28,98,동,0.7,5.2,354,북,5.3,1.7,11.2,75.5,51,90,0,하이원 벨리베이스
2019-03-29,162,남남동,0.8,8.6,162,남남동,5.4,-0.5,15.3,52.1,27,80,0,하이원 벨리베이스
2019-03-30,120,동남동,1.1,11.5,342,북북서,1.7,-2,7.5,82.1,53,100,0,하이원 벨리베이스
2019-03-31,148,남남동,0.9,7.1,160,남남동,-1.1,-4.2,0.8,78.2,63,86,0,하이원 벨리베이스
2019-04-01,144,남동,0.8,7.3,183,남,-0.5,-5.9,7.4,53.1,23,78,0,하이원 벨리베이스
2019-04-02,123,동남동,0.5,7.3,190,남,0.7,-6,12.1,59,19,85,0,하이원 벨리베이스
2019-04-03,138,남동,0.8,8.4,158,남남동,2.3,-5,12.4,52.2,22,84,0.5,하이원 벨리베이스
2019-04-04,125,남동,1.2,12.1,140,남동,5.7,-2.7,17,39.3,20,69,0,하이원 벨리베이스
2019-04-05,167,남남동,1.4,12,127,남동,7.4,2.6,16.7,48.9,18,93,0,하이원 벨리베이스
2019-04-06,141,남동,0.5,6.8,149,남남동,6.4,-1.5,13.7,44.2,19,70,0,하이원 벨리베이스
2019-04-07,147,남동,0.7,7.2,148,남남동,9.3,2.8,19.9,57.9,18,96,0.5,하이원 벨리베이스
2019-04-08,127,남동,0.9,8.9,165,남남동,7.3,0.4,18.4,39.6,13,69,0,하이원 벨리베이스
2019-04-09,342,북북서,0.8,8.1,317,북서,3.3,-0.6,11.7,58.4,23,100,0,하이원 벨리베이스
2019-04-10,295,서북서,0.3,4.4,347,북북서,1.8,-0.1,5.4,92.9,74,100,0,하이원 벨리베이스
2019-04-11,153,남남동,0.4,3.7,161,남남동,4.3,-2.7,10.5,77.6,38,100,0,하이원 벨리베이스
2019-04-12,137,남동,0.5,6.8,334,북북서,5.2,-1.1,13.8,67.6,29,98,0,하이원 벨리베이스
2019-04-13,150,남남동,0.9,9.1,172,남,6.8,-1.1,17.8,53.4,19,88,0.5,하이원 벨리베이스
2019-04-14,129,남동,1.1,10.3,155,남남동,5.2,1.2,9,63.6,31,93,1.5,하이원 벨리베이스
2019-04-15,131,남동,0.7,8.2,177,남,6.7,-2.5,19.3,51.9,19,89,0,하이원 벨리베이스
2019-04-16,140,남동,0.8,9.6,138,남동,9.6,0.4,22.1,39.6,11,72,0,하이원 벨리베이스
2019-04-17,153,남남동,0.8,6.8,147,남남동,11.9,4.1,23.8,37.2,12,64,0,하이원 벨리베이스
2019-04-18,108,동남동,1.1,10.2,160,남남동,11.4,5.7,18.7,63,34,83,0,하이원 벨리베이스
2019-04-19,231,남서,0.8,5.2,0,북,6,1.2,11.9,73.6,52,94,0,하이원 벨리베이스
2019-04-20,133,남동,0.7,9.3,176,남,10.2,-1.4,22.5,60.1,29,95,0,하이원 벨리베이스
2019-04-21,132,남동,0.6,4.8,273,서,14.1,9.2,20.7,71,47,89,0,하이원 벨리베이스
2019-04-22,165,남남동,0.8,6,170,남,14.7,6.3,25.4,67.9,32,95,2,하이원 벨리베이스
2019-04-23,159,남남동,0.8,6.7,0,북,15.3,8.6,23.9,66.5,31,93,0,하이원 벨리베이스
2019-04-24,143,남동,0.4,4.3,348,북북서,15.4,11.4,23.8,83.7,44,100,12,하이원 벨리베이스
2019-04-25,322,북서,1.1,7,348,북북서,8.4,5,12,80.9,53,99,0.5,하이원 벨리베이스
2019-04-26,332,북북서,0.5,5.5,330,북북서,4.4,2.3,6.5,93,77,100,0.5,하이원 벨리베이스
2019-04-27,138,남동,0.5,5.4,173,남,7.2,0.5,18.7,69.6,22,100,0,하이원 벨리베이스
2019-04-28,152,남남동,0.6,5.7,137,남동,8.2,3.9,11.8,63.6,48,88,0,하이원 벨리베이스
2019-04-29,96,동,0.3,3.7,355,북,8.9,2.8,15.2,76.9,46,99,0,하이원 벨리베이스
2019-04-30,337,북북서,0.6,7.3,156,남남동,13.6,7.6,26.1,74.9,28,100,0,하이원 벨리베이스
2019-05-01,145,남동,0.5,6.1,283,서북서,13.3,6.4,22.6,66.5,30,96,0,하이원 벨리베이스
2019-05-02,140,남동,0.8,8.3,166,남남동,13.4,5.5,23.8,56,23,96,0,하이원 벨리베이스
2019-05-03,150,남남동,0.6,21.4,322,북서,14.4,4.3,28,45.1,11,74,0,하이원 벨리베이스
2019-05-04,166,남남동,0.4,21.9,330,북북서,15.3,6.1,28.5,48.6,12,73,2,하이원 벨리베이스
2019-05-05,163,남남동,0.8,8.2,164,남남동,16.3,8.3,27.2,41.7,12,78,0,하이원 벨리베이스
2019-05-06,266,서,0.8,5.8,201,남남서,8.4,1.3,15.6,58.7,32,79,0,하이원 벨리베이스
2019-05-07,124,동남동,0.7,8.1,158,남남동,9.5,-0.6,21.4,48.2,16,90,0,하이원 벨리베이스
2019-05-08,131,남동,0.9,8.3,161,남남동,12.8,3.5,21.7,36.1,20,59,0,하이원 벨리베이스
2019-05-09,131,남동,0.6,21.8,334,북북서,13.8,6.3,24.7,45.3,20,78,0,하이원 벨리베이스
2019-05-10,107,동남동,0.5,6,338,북북서,14,4.2,27.2,50.4,20,79,2,하이원 벨리베이스
2019-05-11,159,남남동,0.4,4.9,322,북서,15.9,8.9,28.1,49.5,17,76,2,하이원 벨리베이스
2019-05-12,148,남남동,0.5,21.7,297,서북서,14.7,6.7,26.9,58.9,24,79,2,하이원 벨리베이스
