날짜,평균풍향,평균풍향명,평균풍속,최고풍속,최고풍속방향,최고풍속방향명,평균온도,최소온도,최고온도,평균습도,최소습도,최고습도,강수량,측정위치
2019-05-13,140,남동,0.6,21.4,124,남동,15.4,6.8,23.7,44.2,18,71,2,하이원 벨리베이스
2019-05-14,125,남동,0.7,9.1,161,남남동,16.1,8.5,26.3,63.3,32,92,0,하이원 벨리베이스
2019-05-15,99,동,0.5,6,178,남,16.2,8.5,27,63,28,95,2,하이원 벨리베이스
2019-05-16,127,남동,0.4,5.5,133,남동,18,10.9,29.5,60.6,20,90,2,하이원 벨리베이스
2019-05-17,144,남동,0.8,5.5,354,북,17.9,11,25.5,62,37,92,0,하이원 벨리베이스
2019-05-18,151,남남동,0.7,8,168,남남동,16.1,12.3,18.5,72.5,56,97,3,하이원 벨리베이스
2019-05-19,132,남동,1,8.9,132,남동,17.9,13.6,26.6,78.2,47,99,0,하이원 벨리베이스
2019-05-20,106,동남동,1.4,11.9,170,남,14.5,7.4,19.4,67.5,32,99,0,하이원 벨리베이스
2019-05-21,124,남동,1.3,13.8,156,남남동,12.1,2.9,21.8,56.1,25,97,0,하이원 벨리베이스
2019-05-22,125,남동,1.2,11.1,145,남동,15,5,25.3,44.7,22,84,2,하이원 벨리베이스
2019-05-23,145,남동,0.8,9.5,161,남남동,17.7,8.9,28.9,43.9,20,73,0,하이원 벨리베이스
2019-05-24,129,남동,0.6,8.3,137,남동,19.2,8.6,34,53.6,17,85,2,하이원 벨리베이스
2019-05-25,131,남동,0.4,6,158,남남동,19.5,12.7,29.1,58.8,23,96,2,하이원 벨리베이스
2019-05-26,147,남남동,0.8,9.9,158,남남동,20.1,11.9,31.1,44.9,22,70,0,하이원 벨리베이스
2019-05-27,109,동남동,1.5,13.6,0,북,15.9,13.1,18.1,81.7,38,99,0.5,하이원 벨리베이스
2019-05-28,126,남동,0.7,7.7,176,남,14.6,9,23.7,58.4,28,92,0,하이원 벨리베이스
2019-05-29,115,동남동,0.3,3.3,178,남,7.2,5.4,11,79.7,52,92,0,하이원 벨리베이스
2019-05-30,82,동,0.4,5.5,143,남동,5.9,5.9,5.9,92,92,92,0,하이원 벨리베이스
2019-06-14,110,동남동,0.1,4.3,198,남남서,15,11.7,21.6,91.9,57,99,0,하이원 벨리베이스
2019-06-15,89,동,0.3,5.8,178,남,15.5,10.8,25.6,86.4,49,100,0,하이원 벨리베이스
2019-06-16,147,남남동,0.3,41.7,344,북북서,15.5,11.7,23.1,85.1,46,100,0,하이원 벨리베이스
2019-06-17,133,남동,0.7,6.2,151,남남동,18,13,28,74.6,39,96,0,하이원 벨리베이스
2019-06-18,112,동남동,0.4,6.8,143,남동,16.9,12.5,23.5,81.6,50,98,0,하이원 벨리베이스
2019-06-19,141,남동,0.5,20,17,북북동,18.9,15.4,28,78.8,47,95,0,하이원 벨리베이스
2019-06-20,134,남동,0.5,21.2,342,북북서,20.1,13.6,31.2,77,42,98,4,하이원 벨리베이스
2019-06-21,79,동북동,0.5,4.7,336,북북서,17.1,11.8,25.7,84.1,47,99,0,하이원 벨리베이스
2019-06-22,69,동북동,0.5,5.9,337,북북서,15.6,9.8,24,77.3,43,98,0,하이원 벨리베이스
2019-06-23,49,북동,0.5,5.4,348,북북서,15,8.6,24.9,77.6,43,100,0,하이원 벨리베이스
2019-06-24,134,남동,0.3,4.8,154,남남동,17.5,10.3,28.3,77,36,98,0,하이원 벨리베이스
2019-06-25,142,남동,0.4,4.1,149,남남동,19.1,12.7,29.1,78,41,99,0,하이원 벨리베이스
2019-06-26,130,남동,0.3,4.9,145,남동,17.6,12.9,25.4,82.5,42,100,0,하이원 벨리베이스
2019-06-27,133,남동,0.2,4,346,북북서,20.4,16.6,30.2,89.5,52,100,0,하이원 벨리베이스
2019-06-28,148,남남동,0.6,5.8,147,남남동,20.3,13.8,28.3,81.1,50,99,0,하이원 벨리베이스
2019-06-29,126,남동,0.3,5.3,121,동남동,19.1,17.3,22.6,92.8,70,100,0,하이원 벨리베이스
2019-06-30,147,남동,0.6,7.7,168,남남동,20.2,17.4,26.2,84.2,58,100,0,하이원 벨리베이스
2019-07-01,139,남동,0.7,6.4,146,남동,19.5,14.7,23.5,76,59,97,0,하이원 벨리베이스
2019-07-02,122,동남동,0.5,6.5,157,남남동,18.4,12.5,27.4,77.9,46,100,0,하이원 벨리베이스
2019-07-03,138,남동,0.3,3.4,348,북북서,18.3,13.2,25.9,84.5,46,100,0,하이원 벨리베이스
2019-07-04,140,남동,0.5,4.1,336,북북서,19.3,13.1,32.6,84.5,32,100,0,하이원 벨리베이스
2019-07-05,147,남남동,0.4,4.4,319,북서,20.6,14.4,32,78.1,37,100,0,하이원 벨리베이스
2019-07-06,329,북북서,1,6.1,339,북북서,19.7,12.9,29.7,74.7,42,99,0,하이원 벨리베이스
2019-07-07,306,북서,0.9,6.6,283,서북서,18.6,15.8,24.1,72.8,48,89,0,하이원 벨리베이스
2019-07-08,276,서,0.4,5.4,334,북북서,16.6,14.9,19.7,84.6,70,98,0,하이원 벨리베이스
2019-07-09,291,서북서,0.6,4.7,286,서북서,16.7,14.5,21,84,63,98,0,하이원 벨리베이스
2019-07-10,207,남남서,0.4,4.5,345,북북서,16.1,14.7,17.5,93.8,82,100,0,하이원 벨리베이스
2019-07-11,133,남동,0.3,3.3,335,북북서,18.1,15.8,20.3,96.3,85,100,0,하이원 벨리베이스
2019-07-12,118,동남동,0.3,5.1,144,남동,17.9,15.4,23.9,91.4,64,100,0,하이원 벨리베이스
2019-07-13,152,남남동,0.3,3,162,남남동,19.4,15.2,26.8,87.9,50,100,2.5,하이원 벨리베이스
2019-07-14,129,남동,0.2,40,86,동,18.7,12.3,27.1,93.7,53,100,35,하이원 벨리베이스
2019-07-15,132,남동,0.1,20,65,동북동,18.3,13.2,20.3,97.8,88,100,8,하이원 벨리베이스
2019-07-16,135,남동,0.2,5.1,175,남,18.7,16.2,23.2,96.4,70,100,15,하이원 벨리베이스
2019-07-17,142,남동,0.4,3.9,342,북북서,19.8,15.6,28.1,90.3,59,100,0,하이원 벨리베이스
2019-07-18,136,남동,0.2,3.3,139,남동,21.4,16.7,31.5,86.5,51,100,6.5,하이원 벨리베이스
2019-07-19,146,남동,0.4,4.7,142,남동,23.7,15.7,30.5,86.3,56,100,8.5,하이원 벨리베이스
2019-07-20,115,동남동,0.2,40,325,북서,20.8,19.2,25.4,99.4,90,100,86,하이원 벨리베이스
2019-07-21,100,동,0.8,40.1,34,북북동,21.5,20,25.8,97.6,90,100,137.5,하이원 벨리베이스
2019-07-22,135,남동,0.9,12.4,146,남동,23.5,19.4,30.8,83.7,53,99,0,하이원 벨리베이스
2019-07-23,145,남동,0.4,4.5,152,남남동,23.5,18.9,31.8,86.2,52,100,2,하이원 벨리베이스
2019-07-24,152,남남동,0.3,21.3,296,서북서,23.1,20.3,29.7,90.8,63,100,2,하이원 벨리베이스
2019-07-25,144,남동,0.3,3.7,161,남남동,22.4,20.3,25,97.8,89,100,9,하이원 벨리베이스
2019-07-26,137,남동,0.4,4.5,165,남남동,22.8,21.1,25.8,97,83,100,3.5,하이원 벨리베이스
2019-07-27,143,남동,0.4,21.6,343,북북서,24.3,20.1,34,89.1,47,100,7,하이원 벨리베이스
2019-07-28,132,남동,0.4,7.6,335,북북서,22.7,21,28.5,96.5,73,100,18,하이원 벨리베이스
2019-07-29,124,남동,0.7,6.8,153,남남동,24.3,21.7,34.9,84.3,46,97,5,하이원 벨리베이스
2019-07-30,96,동,0.9,8,168,남남동,24.8,21.5,32.9,81.6,53,98,2,하이원 벨리베이스
2019-07-31,112,동남동,1,41.5,48,북동,24.7,20.3,30,76,57,96,42.5,하이원 벨리베이스
