영업일자,영업장명,상품명,할인구분여부,판매수량
2024-12-17,리프트,3시간권(대인),N,1
2024-12-17,리프트,3시간권(대인),Y,104
2024-12-17,리프트,3시간권(소인),Y,32
2024-12-17,리프트,4시간권(대인),N,6
2024-12-17,리프트,4시간권(대인),Y,143
2024-12-17,리프트,4시간권(소인),Y,35
2024-12-17,리프트,5시간권(대인),N,1
2024-12-17,리프트,5시간권(대인),Y,83
2024-12-17,리프트,5시간권(소인),Y,11
2024-12-17,리프트,7시간권(대인),N,1
2024-12-17,리프트,7시간권(대인),Y,162
2024-12-17,리프트,7시간권(소인),Y,15
2024-12-17,리프트,L.연일권 2일 ,Y,304
2024-12-17,리프트,L.연일권 3일 ,Y,186
2024-12-17,리프트,L.연일권 4일 ,Y,204
2024-12-17,리프트,L.인바운드 2일,N,9
2024-12-17,리프트,L.인바운드 3일,N,4
2024-12-17,리프트,리프트CL,N,1
2024-12-17,리프트,종일권(대인),Y,182
2024-12-17,리프트,종일권(소인),Y,12
2024-12-17,시즌티켓,X5+ 구매고객자녀,N,52
2024-12-17,시즌티켓,X5+ 무료 재발행,N,8
2024-12-17,시즌티켓,X5+ 시즌패스 1차(대인),N,35
2024-12-17,시즌티켓,X5+ 시즌패스 1차(소인),N,1
2024-12-17,시즌티켓,X5+ 시즌패스 2차(대인),N,29
2024-12-17,시즌티켓,X5+ 시즌패스 3차(대인),N,16
2024-12-17,시즌티켓,X5+ 시즌패스 3차(소인),N,3
2024-12-17,시즌티켓,X5+ 임직원,N,2
2024-12-17,시즌티켓,X5+ 타사회원 업그레이드,N,1
2024-12-18,리프트,3시간권(대인),Y,115
2024-12-18,리프트,3시간권(소인),Y,19
2024-12-18,리프트,4시간권(대인),N,1
2024-12-18,리프트,4시간권(대인),Y,123
2024-12-18,리프트,4시간권(소인),Y,18
2024-12-18,리프트,5시간권(대인),Y,47
2024-12-18,리프트,5시간권(소인),Y,4
2024-12-18,리프트,7시간권(대인),Y,158
2024-12-18,리프트,7시간권(소인),Y,16
2024-12-18,리프트,L.연일권 2일 ,Y,387
2024-12-18,리프트,L.연일권 3일 ,Y,1410
2024-12-18,리프트,L.연일권 4일 ,Y,71
2024-12-18,리프트,L.연일권 5일 ,Y,4
2024-12-18,리프트,리프트CL,N,8
2024-12-18,리프트,종일권(대인),Y,130
2024-12-18,리프트,종일권(소인),Y,15
2024-12-18,시즌티켓,X5+ 구매고객자녀,N,40
2024-12-18,시즌티켓,X5+ 무료 재발행,N,3
2024-12-18,시즌티켓,X5+ 시즌패스 1차(대인),N,44
2024-12-18,시즌티켓,X5+ 시즌패스 1차(소인),N,6
2024-12-18,시즌티켓,X5+ 시즌패스 2차(대인),N,27
2024-12-18,시즌티켓,X5+ 시즌패스 2차(소인),N,6
2024-12-18,시즌티켓,X5+ 시즌패스 3차(대인),N,24
2024-12-18,시즌티켓,X5+ 시즌패스 3차(소인),N,9
2024-12-18,시즌티켓,X5+ 타사회원 업그레이드,N,2
2024-12-18,시즌티켓,X5+ 현장테스트,N,1
2024-12-18,시즌티켓,현장얼리버드대인(300),N,1
2024-12-19,리프트,3시간권(대인),N,1
2024-12-19,리프트,3시간권(대인),Y,137
2024-12-19,리프트,3시간권(소인),Y,13
2024-12-19,리프트,4시간권(대인),N,2
2024-12-19,리프트,4시간권(대인),Y,261
2024-12-19,리프트,4시간권(소인),Y,27
2024-12-19,리프트,5시간권(대인),Y,87
2024-12-19,리프트,5시간권(소인),Y,10
2024-12-19,리프트,7시간권(대인),Y,154
2024-12-19,리프트,7시간권(소인),Y,18
2024-12-19,리프트,L.연일권 2일 ,Y,469
2024-12-19,리프트,L.연일권 3일 ,Y,53
2024-12-19,리프트,L.인바운드 2일,Y,27
2024-12-19,리프트,L.인바운드 4일,Y,12
2024-12-19,리프트,종일권(대인),Y,164
2024-12-19,리프트,종일권(소인),Y,8
2024-12-19,시즌티켓,X5+ 구매고객자녀,N,58
2024-12-19,시즌티켓,X5+ 무료 재발행,N,3
2024-12-19,시즌티켓,X5+ 시즌패스 1차(대인),N,39
2024-12-19,시즌티켓,X5+ 시즌패스 1차(소인),N,5
2024-12-19,시즌티켓,X5+ 시즌패스 2차(대인),N,23
2024-12-19,시즌티켓,X5+ 시즌패스 2차(소인),N,1
2024-12-19,시즌티켓,X5+ 시즌패스 3차(대인),N,38
2024-12-19,시즌티켓,X5+ 시즌패스 3차(소인),N,8
2024-12-19,시즌티켓,X5+ 임직원,N,2
2024-12-19,시즌티켓,X5+ 타사회원 업그레이드,N,1
2024-12-19,시즌티켓,X5+ 현장테스트,N,1
2024-12-20,리프트,3시간권(대인),N,2
2024-12-20,리프트,3시간권(대인),Y,224
2024-12-20,리프트,3시간권(소인),Y,42
2024-12-20,리프트,4시간권(대인),N,3
2024-12-20,리프트,4시간권(대인),Y,157
2024-12-20,리프트,4시간권(소인),Y,28
2024-12-20,리프트,5시간권(대인),Y,96
2024-12-20,리프트,5시간권(소인),Y,7
2024-12-20,리프트,7시간권(대인),Y,261
2024-12-20,리프트,7시간권(소인),Y,30
2024-12-20,리프트,L.연일권 2일 ,N,43
2024-12-20,리프트,L.연일권 2일 ,Y,43
2024-12-20,리프트,L.연일권 3일 ,Y,430
2024-12-20,리프트,L.연일권 4일 ,Y,77
2024-12-20,리프트,리프트CL,N,4
2024-12-20,리프트,종일권(대인),Y,254
2024-12-20,리프트,종일권(소인),Y,26
2024-12-20,시즌티켓,X5+ 구매고객자녀,N,78
2024-12-20,시즌티켓,X5+ 무료 재발행,N,9
2024-12-20,시즌티켓,X5+ 시즌패스 1차(대인),N,44
2024-12-20,시즌티켓,X5+ 시즌패스 1차(소인),N,9
2024-12-20,시즌티켓,X5+ 시즌패스 2차(대인),N,39
2024-12-20,시즌티켓,X5+ 시즌패스 2차(소인),N,2
2024-12-20,시즌티켓,X5+ 시즌패스 3차(대인),N,38
2024-12-20,시즌티켓,X5+ 시즌패스 3차(소인),N,6
2024-12-20,시즌티켓,X5+ 임직원,N,1
2024-12-21,리프트,3시간권(대인),N,4
2024-12-21,리프트,3시간권(대인),Y,358
2024-12-21,리프트,3시간권(소인),N,1
2024-12-21,리프트,3시간권(소인),Y,83
2024-12-21,리프트,4시간권(대인),N,9
2024-12-21,리프트,4시간권(대인),Y,401
2024-12-21,리프트,4시간권(소인),N,2
2024-12-21,리프트,4시간권(소인),Y,79
2024-12-21,리프트,5시간권(대인),N,1
2024-12-21,리프트,5시간권(대인),Y,305
2024-12-21,리프트,5시간권(소인),Y,45
2024-12-21,리프트,7시간권(대인),N,2
2024-12-21,리프트,7시간권(대인),Y,611
2024-12-21,리프트,7시간권(소인),Y,69
2024-12-21,리프트,L.연일권 2일 ,Y,243
2024-12-21,리프트,L.연일권 3일 ,Y,166
2024-12-21,리프트,L.연일권 4일 ,Y,7
2024-12-21,리프트,L.연일권 7일 ,Y,2
2024-12-21,리프트,L.인바운드 2일,Y,40
2024-12-21,리프트,L.인바운드 3일,Y,2
2024-12-21,리프트,L.인바운드 4일,Y,25
2024-12-21,리프트,종일권(대인),N,6
2024-12-21,리프트,종일권(대인),Y,582
2024-12-21,리프트,종일권(소인),Y,35
2024-12-21,시즌티켓,24프리미엄시즌권(현장),N,1
2024-12-21,시즌티켓,X5+ 구매고객자녀,N,318
2024-12-21,시즌티켓,X5+ 무료 재발행,N,17
2024-12-21,시즌티켓,X5+ 비매품 제휴사,N,1
2024-12-21,시즌티켓,X5+ 시즌패스 1차(대인),N,134
2024-12-21,시즌티켓,X5+ 시즌패스 1차(소인),N,33
2024-12-21,시즌티켓,X5+ 시즌패스 2차(대인),N,119
2024-12-21,시즌티켓,X5+ 시즌패스 2차(소인),N,13
2024-12-21,시즌티켓,X5+ 시즌패스 3차(대인),N,98
2024-12-21,시즌티켓,X5+ 시즌패스 3차(소인),N,7
2024-12-21,시즌티켓,X5+ 임직원,N,1
2024-12-21,시즌티켓,X5+ 타사회원 업그레이드,N,4
2024-12-22,리프트,3시간권(대인),N,2
2024-12-22,리프트,3시간권(대인),Y,218
2024-12-22,리프트,3시간권(소인),N,1
2024-12-22,리프트,3시간권(소인),Y,79
2024-12-22,리프트,4시간권(대인),N,2
2024-12-22,리프트,4시간권(대인),Y,277
2024-12-22,리프트,4시간권(소인),N,1
2024-12-22,리프트,4시간권(소인),Y,71
2024-12-22,리프트,5시간권(대인),N,1
2024-12-22,리프트,5시간권(대인),Y,149
2024-12-22,리프트,5시간권(소인),N,3
2024-12-22,리프트,5시간권(소인),Y,31
2024-12-22,리프트,7시간권(대인),N,6
2024-12-22,리프트,7시간권(대인),Y,337
2024-12-22,리프트,7시간권(소인),N,1
2024-12-22,리프트,7시간권(소인),Y,27
2024-12-22,리프트,L.연일권 2일 ,Y,105
2024-12-22,리프트,L.연일권 3일 ,Y,460
2024-12-22,리프트,L.연일권 4일 ,Y,52
2024-12-22,리프트,L.연일권 5일 ,Y,4
2024-12-22,리프트,L.인바운드 2일,N,25
2024-12-22,리프트,L.인바운드 2일,Y,4
2024-12-22,리프트,L.인바운드 3일,N,40
2024-12-22,리프트,L.인바운드 3일,Y,18
2024-12-22,리프트,L.인바운드 4일,Y,19
2024-12-22,리프트,리프트CL,N,6
2024-12-22,리프트,종일권(대인),Y,344
2024-12-22,리프트,종일권(소인),Y,12
2024-12-22,시즌티켓,X5+ 구매고객자녀,N,237
2024-12-22,시즌티켓,X5+ 무료 재발행,N,17
2024-12-22,시즌티켓,X5+ 시즌패스 1차(대인),N,120
2024-12-22,시즌티켓,X5+ 시즌패스 1차(소인),N,22
2024-12-22,시즌티켓,X5+ 시즌패스 2차(대인),N,75
2024-12-22,시즌티켓,X5+ 시즌패스 2차(소인),N,5
2024-12-22,시즌티켓,X5+ 시즌패스 3차(대인),N,55
2024-12-22,시즌티켓,X5+ 시즌패스 3차(소인),N,13
2024-12-22,시즌티켓,X5+ 임직원,N,9
2024-12-22,시즌티켓,X5+ 타사회원 업그레이드,N,1
2024-12-22,시즌티켓,현장얼리버드대인(300),N,1
2024-12-23,리프트,3시간권(대인),N,1
2024-12-23,리프트,3시간권(대인),Y,203
2024-12-23,리프트,3시간권(소인),N,2
2024-12-23,리프트,3시간권(소인),Y,73
2024-12-23,리프트,4시간권(대인),N,4
2024-12-23,리프트,4시간권(대인),Y,195
2024-12-23,리프트,4시간권(소인),Y,52
2024-12-23,리프트,5시간권(대인),Y,134
2024-12-23,리프트,5시간권(소인),Y,19
2024-12-23,리프트,7시간권(대인),N,1
2024-12-23,리프트,7시간권(대인),Y,259
2024-12-23,리프트,7시간권(소인),Y,28
2024-12-23,리프트,L.연일권 2일 ,Y,34
2024-12-23,리프트,L.연일권 3일 ,Y,23
2024-12-23,리프트,L.연일권 5일 ,Y,3
2024-12-23,리프트,L.인바운드 2일,N,39
2024-12-23,리프트,L.인바운드 2일,Y,6
2024-12-23,리프트,종일권(대인),Y,318
2024-12-23,리프트,종일권(소인),Y,22
2024-12-23,시즌티켓,X5+ 구매고객자녀,N,85
2024-12-23,시즌티켓,X5+ 무료 재발행,N,15
2024-12-23,시즌티켓,X5+ 비매품 제휴사,N,1
2024-12-23,시즌티켓,X5+ 시즌패스 1차(대인),N,47
2024-12-23,시즌티켓,X5+ 시즌패스 1차(소인),N,7
2024-12-23,시즌티켓,X5+ 시즌패스 2차(대인),N,25
2024-12-23,시즌티켓,X5+ 시즌패스 2차(소인),N,3
2024-12-23,시즌티켓,X5+ 시즌패스 3차(대인),N,39
2024-12-23,시즌티켓,X5+ 시즌패스 3차(소인),N,10
2024-12-23,시즌티켓,X5+ 임직원,N,5
2024-12-24,리프트,3시간권(대인),Y,212
2024-12-24,리프트,3시간권(소인),Y,101
2024-12-24,리프트,4시간권(대인),Y,242
2024-12-24,리프트,4시간권(소인),N,1
2024-12-24,리프트,4시간권(소인),Y,55
2024-12-24,리프트,5시간권(대인),N,3
2024-12-24,리프트,5시간권(대인),Y,132
2024-12-24,리프트,5시간권(소인),Y,25
2024-12-24,리프트,7시간권(대인),Y,240
2024-12-24,리프트,7시간권(소인),Y,55
2024-12-24,리프트,L.연일권 2일 ,Y,90
2024-12-24,리프트,L.연일권 3일 ,Y,9
2024-12-24,리프트,L.인바운드 2일,N,2
2024-12-24,리프트,L.인바운드 3일,N,12
2024-12-24,리프트,L.인바운드 3일,Y,2
2024-12-24,리프트,L.인바운드 4일,Y,2
2024-12-24,리프트,리프트CL,N,6
2024-12-24,리프트,종일권(대인),Y,239
2024-12-24,리프트,종일권(소인),Y,16
2024-12-24,시즌티켓,X5+ 구매고객자녀,N,81
2024-12-24,시즌티켓,X5+ 무료 재발행,N,9
2024-12-24,시즌티켓,X5+ 비매품 시설사,N,1
2024-12-24,시즌티켓,X5+ 시즌패스 1차(대인),N,33
2024-12-24,시즌티켓,X5+ 시즌패스 1차(소인),N,8
2024-12-24,시즌티켓,X5+ 시즌패스 2차(대인),N,28
2024-12-24,시즌티켓,X5+ 시즌패스 2차(소인),N,2
2024-12-24,시즌티켓,X5+ 시즌패스 3차(대인),N,43
2024-12-24,시즌티켓,X5+ 시즌패스 3차(소인),N,2
2024-12-24,시즌티켓,X5+ 임직원,N,3
2024-12-25,리프트,3시간권(대인),N,2
2024-12-25,리프트,3시간권(대인),Y,274
2024-12-25,리프트,3시간권(소인),N,1
2024-12-25,리프트,3시간권(소인),Y,79
2024-12-25,리프트,4시간권(대인),N,4
2024-12-25,리프트,4시간권(대인),Y,334
2024-12-25,리프트,4시간권(소인),N,1
2024-12-25,리프트,4시간권(소인),Y,113
2024-12-25,리프트,5시간권(대인),Y,195
2024-12-25,리프트,5시간권(소인),Y,44
2024-12-25,리프트,7시간권(대인),N,8
2024-12-25,리프트,7시간권(대인),Y,326
2024-12-25,리프트,7시간권(소인),Y,71
2024-12-25,리프트,L.연일권 2일 ,N,43
2024-12-25,리프트,L.연일권 2일 ,Y,80
2024-12-25,리프트,L.연일권 3일 ,Y,26
2024-12-25,리프트,L.연일권 4일 ,Y,10
2024-12-25,리프트,L.인바운드 2일,N,10
2024-12-25,리프트,L.인바운드 3일,Y,2
2024-12-25,리프트,L.인바운드 4일,N,3
2024-12-25,리프트,L.인바운드 4일,Y,22
2024-12-25,리프트,리프트CL,N,4
2024-12-25,리프트,종일권(대인),Y,337
2024-12-25,리프트,종일권(소인),Y,31
2024-12-25,시즌티켓,X5+ 구매고객자녀,N,226
2024-12-25,시즌티켓,X5+ 무료 재발행,N,13
2024-12-25,시즌티켓,X5+ 시설사이벤트,N,1
2024-12-25,시즌티켓,X5+ 시즌패스 1차(대인),N,77
2024-12-25,시즌티켓,X5+ 시즌패스 1차(소인),N,12
2024-12-25,시즌티켓,X5+ 시즌패스 2차(대인),N,62
2024-12-25,시즌티켓,X5+ 시즌패스 2차(소인),N,5
2024-12-25,시즌티켓,X5+ 시즌패스 3차(대인),N,64
2024-12-25,시즌티켓,X5+ 시즌패스 3차(소인),N,13
2024-12-25,시즌티켓,X5+ 임직원,N,1
2024-12-25,시즌티켓,X5+ 타사회원 업그레이드,N,2
2024-12-26,리프트,3시간권(대인),N,7
2024-12-26,리프트,3시간권(대인),Y,330
2024-12-26,리프트,3시간권(소인),Y,104
2024-12-26,리프트,4시간권(대인),N,5
2024-12-26,리프트,4시간권(대인),Y,362
2024-12-26,리프트,4시간권(소인),Y,105
2024-12-26,리프트,5시간권(대인),Y,222
2024-12-26,리프트,5시간권(소인),Y,41
2024-12-26,리프트,7시간권(대인),Y,478
2024-12-26,리프트,7시간권(소인),Y,89
2024-12-26,리프트,L.연일권 2일 ,Y,301
2024-12-26,리프트,L.연일권 3일 ,Y,252
2024-12-26,리프트,L.연일권 4일 ,Y,11
2024-12-26,리프트,L.인바운드 2일,N,16
2024-12-26,리프트,L.인바운드 2일,Y,2
2024-12-26,리프트,L.인바운드 3일,Y,10
2024-12-26,리프트,리프트CL,N,6
2024-12-26,리프트,종일권(대인),N,3
2024-12-26,리프트,종일권(대인),Y,389
2024-12-26,리프트,종일권(소인),N,2
2024-12-26,리프트,종일권(소인),Y,41
2024-12-26,시즌티켓,X5+ 구매고객자녀,N,70
2024-12-26,시즌티켓,X5+ 무료 재발행,N,9
2024-12-26,시즌티켓,X5+ 시즌패스 1차(대인),N,34
2024-12-26,시즌티켓,X5+ 시즌패스 1차(소인),N,6
2024-12-26,시즌티켓,X5+ 시즌패스 2차(대인),N,25
2024-12-26,시즌티켓,X5+ 시즌패스 3차(대인),N,38
2024-12-26,시즌티켓,X5+ 시즌패스 3차(소인),N,4
2024-12-26,시즌티켓,X5+ 임직원,N,4
2024-12-26,시즌티켓,X5+ 현장테스트,N,1
2024-12-27,리프트,3시간권(대인),N,9
2024-12-27,리프트,3시간권(대인),Y,348
2024-12-27,리프트,3시간권(소인),Y,96
2024-12-27,리프트,4시간권(대인),N,9
2024-12-27,리프트,4시간권(대인),Y,280
2024-12-27,리프트,4시간권(소인),N,2
2024-12-27,리프트,4시간권(소인),Y,75
2024-12-27,리프트,5시간권(대인),N,4
2024-12-27,리프트,5시간권(대인),Y,256
2024-12-27,리프트,5시간권(소인),Y,38
2024-12-27,리프트,7시간권(대인),N,1
2024-12-27,리프트,7시간권(대인),Y,461
2024-12-27,리프트,7시간권(소인),Y,66
2024-12-27,리프트,L.연일권 2일 ,Y,35
2024-12-27,리프트,L.연일권 3일 ,Y,54
2024-12-27,리프트,L.연일권 4일 ,Y,44
2024-12-27,리프트,L.인바운드 3일,Y,4
2024-12-27,리프트,L.인바운드 4일,Y,14
2024-12-27,리프트,리프트CL,N,6
2024-12-27,리프트,종일권(대인),N,1
2024-12-27,리프트,종일권(대인),Y,409
2024-12-27,리프트,종일권(소인),N,1
2024-12-27,리프트,종일권(소인),Y,51
2024-12-27,시즌티켓,X5+ 구매고객자녀,N,66
2024-12-27,시즌티켓,X5+ 무료 재발행,N,22
2024-12-27,시즌티켓,X5+ 시즌패스 1차(대인),N,42
2024-12-27,시즌티켓,X5+ 시즌패스 1차(소인),N,6
2024-12-27,시즌티켓,X5+ 시즌패스 2차(대인),N,27
2024-12-27,시즌티켓,X5+ 시즌패스 2차(소인),N,2
2024-12-27,시즌티켓,X5+ 시즌패스 3차(대인),N,35
2024-12-27,시즌티켓,X5+ 임직원,N,2
2024-12-27,시즌티켓,X5+ 타사회원 업그레이드,N,3
2024-12-27,시즌티켓,현장얼리버드대인(300),N,3
2024-12-28,리프트,3시간권(대인),N,5
2024-12-28,리프트,3시간권(대인),Y,407
2024-12-28,리프트,3시간권(소인),N,2
2024-12-28,리프트,3시간권(소인),Y,108
2024-12-28,리프트,4시간권(대인),N,13
2024-12-28,리프트,4시간권(대인),Y,492
2024-12-28,리프트,4시간권(소인),Y,112
2024-12-28,리프트,5시간권(대인),Y,381
2024-12-28,리프트,5시간권(소인),Y,82
2024-12-28,리프트,7시간권(대인),N,5
2024-12-28,리프트,7시간권(대인),Y,690
2024-12-28,리프트,7시간권(소인),Y,97
2024-12-28,리프트,L.연일권 2일 ,Y,147
2024-12-28,리프트,L.연일권 3일 ,Y,44
2024-12-28,리프트,L.연일권 4일 ,Y,104
2024-12-28,리프트,L.인바운드 2일,Y,14
2024-12-28,리프트,L.인바운드 3일,Y,2
2024-12-28,리프트,L.인바운드 4일,Y,13
2024-12-28,리프트,리프트CL,N,2
2024-12-28,리프트,종일권(대인),Y,849
2024-12-28,리프트,종일권(소인),Y,114
2024-12-28,시즌티켓,X5+ 구매고객자녀,N,219
2024-12-28,시즌티켓,X5+ 무료 재발행,N,21
2024-12-28,시즌티켓,X5+ 시즌패스 1차(대인),N,97
2024-12-28,시즌티켓,X5+ 시즌패스 1차(소인),N,21
2024-12-28,시즌티켓,X5+ 시즌패스 2차(대인),N,49
2024-12-28,시즌티켓,X5+ 시즌패스 2차(소인),N,4
2024-12-28,시즌티켓,X5+ 시즌패스 3차(대인),N,90
2024-12-28,시즌티켓,X5+ 시즌패스 3차(소인),N,16
2024-12-28,시즌티켓,X5+ 임직원,N,4
2024-12-28,시즌티켓,X5+ 타사회원 업그레이드,N,1
2024-12-28,시즌티켓,현장얼리버드대인(300),N,2
2024-12-29,리프트,3시간권(대인),N,4
2024-12-29,리프트,3시간권(대인),Y,380
2024-12-29,리프트,3시간권(소인),N,1
2024-12-29,리프트,3시간권(소인),Y,149
2024-12-29,리프트,4시간권(대인),N,2
2024-12-29,리프트,4시간권(대인),Y,392
2024-12-29,리프트,4시간권(소인),Y,119
2024-12-29,리프트,5시간권(대인),N,3
2024-12-29,리프트,5시간권(대인),Y,232
2024-12-29,리프트,5시간권(소인),Y,65
2024-12-29,리프트,7시간권(대인),Y,538
2024-12-29,리프트,7시간권(소인),Y,85
2024-12-29,리프트,L.연일권 2일 ,Y,64
2024-12-29,리프트,L.연일권 3일 ,Y,84
2024-12-29,리프트,L.연일권 5일 ,Y,4
2024-12-29,리프트,L.인바운드 2일,N,20
2024-12-29,리프트,L.인바운드 2일,Y,4
2024-12-29,리프트,L.인바운드 3일,N,26
2024-12-29,리프트,L.인바운드 3일,Y,4
2024-12-29,리프트,리프트CL,N,3
2024-12-29,리프트,종일권(대인),Y,422
2024-12-29,리프트,종일권(소인),Y,57
2024-12-29,시즌티켓,X5+ 구매고객자녀,N,185
2024-12-29,시즌티켓,X5+ 무료 재발행,N,11
2024-12-29,시즌티켓,X5+ 시즌패스 1차(대인),N,56
2024-12-29,시즌티켓,X5+ 시즌패스 1차(소인),N,8
2024-12-29,시즌티켓,X5+ 시즌패스 2차(대인),N,44
2024-12-29,시즌티켓,X5+ 시즌패스 2차(소인),N,3
2024-12-29,시즌티켓,X5+ 시즌패스 3차(대인),N,55
2024-12-29,시즌티켓,X5+ 시즌패스 3차(소인),N,13
2024-12-29,시즌티켓,X5+ 타사회원 업그레이드,N,2
2024-12-30,리프트,3시간권(대인),N,3
2024-12-30,리프트,3시간권(대인),Y,294
2024-12-30,리프트,3시간권(소인),Y,122
2024-12-30,리프트,4시간권(대인),N,3
2024-12-30,리프트,4시간권(대인),Y,401
2024-12-30,리프트,4시간권(소인),Y,103
2024-12-30,리프트,5시간권(대인),N,2
2024-12-30,리프트,5시간권(대인),Y,225
2024-12-30,리프트,5시간권(소인),Y,55
2024-12-30,리프트,7시간권(대인),N,2
2024-12-30,리프트,7시간권(대인),Y,491
2024-12-30,리프트,7시간권(소인),Y,92
2024-12-30,리프트,L.연일권 2일 ,Y,109
2024-12-30,리프트,L.연일권 3일 ,Y,38
2024-12-30,리프트,L.연일권 4일 ,Y,9
2024-12-30,리프트,L.연일권 5일 ,Y,6
2024-12-30,리프트,L.인바운드 2일,N,15
2024-12-30,리프트,L.인바운드 2일,Y,2
2024-12-30,리프트,리프트CL,N,5
2024-12-30,리프트,종일권(대인),Y,452
2024-12-30,리프트,종일권(소인),Y,61
2024-12-30,시즌티켓,X5+ 구매고객자녀,N,65
2024-12-30,시즌티켓,X5+ 무료 재발행,N,11
2024-12-30,시즌티켓,X5+ 시즌패스 1차(대인),N,38
2024-12-30,시즌티켓,X5+ 시즌패스 1차(소인),N,4
2024-12-30,시즌티켓,X5+ 시즌패스 2차(대인),N,17
2024-12-30,시즌티켓,X5+ 시즌패스 2차(소인),N,2
2024-12-30,시즌티켓,X5+ 시즌패스 3차(대인),N,34
2024-12-30,시즌티켓,X5+ 시즌패스 3차(소인),N,1
2024-12-31,리프트,3시간권(대인),N,1
2024-12-31,리프트,3시간권(대인),Y,412
2024-12-31,리프트,3시간권(소인),Y,92
2024-12-31,리프트,4시간권(대인),N,2
2024-12-31,리프트,4시간권(대인),Y,290
2024-12-31,리프트,4시간권(소인),Y,78
2024-12-31,리프트,5시간권(대인),Y,194
2024-12-31,리프트,5시간권(소인),Y,45
2024-12-31,리프트,7시간권(대인),N,1
2024-12-31,리프트,7시간권(대인),Y,293
2024-12-31,리프트,7시간권(소인),N,1
2024-12-31,리프트,7시간권(소인),Y,60
2024-12-31,리프트,L.연일권 2일 ,Y,47
2024-12-31,리프트,L.연일권 3일 ,Y,59
2024-12-31,리프트,L.인바운드 2일,N,9
2024-12-31,리프트,L.인바운드 3일,N,8
2024-12-31,리프트,리프트CL,N,1
2024-12-31,리프트,종일권(대인),Y,323
2024-12-31,리프트,종일권(소인),Y,42
2024-12-31,시즌티켓,X5+ 구매고객자녀,N,86
2024-12-31,시즌티켓,X5+ 무료 재발행,N,5
2024-12-31,시즌티켓,X5+ 시즌패스 1차(대인),N,28
2024-12-31,시즌티켓,X5+ 시즌패스 1차(소인),N,8
2024-12-31,시즌티켓,X5+ 시즌패스 2차(대인),N,21
2024-12-31,시즌티켓,X5+ 시즌패스 2차(소인),N,2
2024-12-31,시즌티켓,X5+ 시즌패스 3차(대인),N,38
2024-12-31,시즌티켓,X5+ 시즌패스 3차(소인),N,2
2024-12-31,시즌티켓,X5+ 임직원,N,3
2024-12-31,시즌티켓,X5+ 타사회원 업그레이드,N,2
