영업일자,영업장명,상품명,할인구분여부,판매수량
2024-03-05,리프트,3시간권(대인),Y,48
2024-03-05,리프트,3시간권(소인),Y,1
2024-03-05,리프트,4시간권(대인),Y,46
2024-03-05,리프트,4시간권(소인),Y,2
2024-03-05,리프트,5시간권(대인),Y,52
2024-03-05,리프트,7시간권(대인),Y,67
2024-03-05,리프트,7시간권(소인),Y,1
2024-03-05,리프트,L.연일권 3일 ,Y,4
2024-03-06,리프트,3시간권(대인),Y,46
2024-03-06,리프트,3시간권(소인),Y,1
2024-03-06,리프트,4시간권(대인),Y,17
2024-03-06,리프트,4시간권(소인),Y,1
2024-03-06,리프트,5시간권(대인),Y,20
2024-03-06,리프트,7시간권(대인),Y,35
2024-03-06,리프트,L.인바운드 3일,Y,10
2024-03-06,리프트,L.인바운드 4일,Y,14
2024-03-07,리프트,3시간권(대인),Y,59
2024-03-07,리프트,3시간권(소인),Y,1
2024-03-07,리프트,4시간권(대인),Y,30
2024-03-07,리프트,5시간권(대인),Y,36
2024-03-07,리프트,5시간권(소인),Y,1
2024-03-07,리프트,7시간권(대인),Y,53
2024-03-07,리프트,7시간권(소인),Y,3
2024-03-08,리프트,3시간권(대인),Y,71
2024-03-08,리프트,3시간권(소인),Y,7
2024-03-08,리프트,4시간권(대인),Y,40
2024-03-08,리프트,4시간권(소인),Y,3
2024-03-08,리프트,5시간권(대인),Y,24
2024-03-08,리프트,5시간권(소인),Y,2
2024-03-08,리프트,7시간권(대인),Y,28
2024-03-09,리프트,3시간권(대인),N,1
2024-03-09,리프트,3시간권(대인),Y,138
2024-03-09,리프트,3시간권(소인),Y,37
2024-03-09,리프트,4시간권(대인),Y,129
2024-03-09,리프트,4시간권(소인),Y,22
2024-03-09,리프트,5시간권(대인),Y,88
2024-03-09,리프트,5시간권(소인),Y,24
2024-03-09,리프트,7시간권(대인),N,2
2024-03-09,리프트,7시간권(대인),Y,213
2024-03-09,리프트,7시간권(소인),Y,20
2024-03-09,리프트,L.연일권 3일 ,Y,7
2024-03-09,리프트,종일권(대인),Y,1
2024-03-09,시즌티켓,온라인 스프링 대인 1차 (180),N,1
2024-03-10,리프트,3시간권(대인),N,1
2024-03-10,리프트,3시간권(대인),Y,124
2024-03-10,리프트,3시간권(소인),Y,18
2024-03-10,리프트,4시간권(대인),N,1
2024-03-10,리프트,4시간권(대인),Y,93
2024-03-10,리프트,4시간권(소인),Y,18
2024-03-10,리프트,5시간권(대인),N,1
2024-03-10,리프트,5시간권(대인),Y,65
2024-03-10,리프트,5시간권(소인),Y,23
2024-03-10,리프트,7시간권(대인),N,5
2024-03-10,리프트,7시간권(대인),Y,166
2024-03-10,리프트,7시간권(소인),Y,21
2024-03-10,리프트,리프트CL,N,2
2024-03-11,리프트,3시간권(대인),Y,4
2024-03-11,리프트,4시간권(대인),Y,2
2024-03-11,리프트,4시간권(소인),Y,1
2024-03-11,리프트,5시간권(대인),Y,8
2024-03-11,리프트,7시간권(대인),Y,69
2024-03-11,리프트,7시간권(소인),Y,5
2024-03-12,리프트,3시간권(대인),Y,7
2024-03-12,리프트,5시간권(대인),Y,2
2024-03-12,리프트,7시간권(대인),Y,71
2024-03-13,리프트,3시간권(대인),Y,1
2024-03-13,리프트,4시간권(대인),Y,3
2024-03-13,리프트,4시간권(소인),Y,1
2024-03-13,리프트,7시간권(대인),Y,103
2024-03-13,리프트,7시간권(소인),Y,2
2024-03-14,리프트,3시간권(대인),Y,1
2024-03-14,리프트,4시간권(대인),Y,3
2024-03-14,리프트,4시간권(소인),Y,1
2024-03-14,리프트,5시간권(대인),Y,6
2024-03-14,리프트,7시간권(대인),Y,77
2024-03-14,리프트,7시간권(소인),Y,3
2024-03-15,리프트,3시간권(대인),Y,8
2024-03-15,리프트,3시간권(소인),Y,1
2024-03-15,리프트,4시간권(대인),Y,7
2024-03-15,리프트,5시간권(대인),Y,1
2024-03-15,리프트,7시간권(대인),Y,55
2024-03-15,리프트,7시간권(소인),Y,3
2024-03-16,리프트,3시간권(대인),Y,43
2024-03-16,리프트,3시간권(소인),Y,6
2024-03-16,리프트,4시간권(대인),Y,30
2024-03-16,리프트,4시간권(소인),Y,9
2024-03-16,리프트,5시간권(대인),Y,27
2024-03-16,리프트,5시간권(소인),Y,1
2024-03-16,리프트,7시간권(대인),Y,39
2024-03-16,리프트,7시간권(소인),Y,4
2024-03-17,리프트,3시간권(대인),Y,29
2024-03-17,리프트,3시간권(소인),Y,4
2024-03-17,리프트,4시간권(대인),Y,49
2024-03-17,리프트,4시간권(소인),Y,6
2024-03-17,리프트,5시간권(대인),Y,19
2024-03-17,리프트,5시간권(소인),Y,8
2024-03-17,리프트,7시간권(대인),Y,19
2024-03-17,리프트,7시간권(소인),Y,2
2024-03-18,리프트,3시간권(대인),Y,6
2024-03-18,리프트,4시간권(대인),Y,6
2024-03-18,리프트,7시간권(대인),Y,78
2024-03-18,리프트,7시간권(소인),Y,1
2024-03-19,리프트,4시간권(대인),Y,1
2024-03-19,리프트,5시간권(대인),Y,3
2024-03-19,리프트,7시간권(대인),Y,74
2024-03-20,리프트,4시간권(대인),Y,1
2024-03-20,리프트,7시간권(대인),Y,112
2024-03-20,리프트,7시간권(소인),Y,5
2024-03-21,리프트,3시간권(대인),Y,7
2024-03-21,리프트,4시간권(대인),Y,5
2024-03-21,리프트,5시간권(대인),Y,10
2024-03-21,리프트,7시간권(대인),Y,133
2024-03-22,리프트,3시간권(대인),Y,4
2024-03-22,리프트,3시간권(소인),Y,1
2024-03-22,리프트,4시간권(대인),Y,5
2024-03-22,리프트,5시간권(대인),Y,8
2024-03-22,리프트,7시간권(대인),Y,130
2024-03-22,리프트,7시간권(소인),Y,1
2024-03-23,리프트,3시간권(대인),Y,6
2024-03-23,리프트,3시간권(소인),Y,1
2024-03-23,리프트,4시간권(대인),Y,10
2024-03-23,리프트,4시간권(소인),Y,2
2024-03-23,리프트,5시간권(대인),Y,33
2024-03-23,리프트,7시간권(대인),Y,194
2024-03-23,리프트,7시간권(소인),Y,4
2024-03-24,리프트,3시간권(대인),Y,4
2024-03-24,리프트,4시간권(대인),Y,2
2024-03-24,리프트,7시간권(대인),Y,242
2024-03-25,리프트,스프링 모굴,N,2
2024-03-25,리프트,스프링 모굴,Y,8
2024-03-26,리프트,스프링 모굴,N,7
2024-03-26,리프트,스프링 모굴,Y,29
2024-03-27,리프트,스프링 모굴,N,13
2024-03-27,리프트,스프링 모굴,Y,32
2024-03-28,리프트,스프링 모굴,N,2
2024-03-28,리프트,스프링 모굴,Y,17
2024-03-29,리프트,스프링 모굴,N,8
2024-03-29,리프트,스프링 모굴,Y,45
2024-03-30,리프트,스프링 모굴,N,42
2024-03-30,리프트,스프링 모굴,Y,97
2024-03-31,리프트,스프링 모굴,N,7
2024-03-31,리프트,스프링 모굴,Y,36
2024-12-01,시즌티켓,X5+ 구매고객자녀,N,10330
2024-12-01,시즌티켓,X5+ 비매품 시설사,N,20
2024-12-01,시즌티켓,X5+ 시설사이벤트,N,6
2024-12-01,시즌티켓,X5+ 시즌패스 1차(대인),N,27959
2024-12-01,시즌티켓,X5+ 시즌패스 1차(대인예외),N,1
2024-12-01,시즌티켓,X5+ 시즌패스 1차(소인),N,889
2024-12-01,시즌티켓,X5+ 시즌패스 2차(대인),N,320
2024-12-01,시즌티켓,X5+ 시즌패스 2차(소인),N,24
2024-12-01,시즌티켓,X5+ 시즌패스 3차(대인),N,76
2024-12-01,시즌티켓,X5+ 시즌패스 3차(소인),N,7
2024-12-01,시즌티켓,X5+ 임직원,N,53
2024-12-01,시즌티켓,X5+ 타사회원 업그레이드,N,10
2024-12-01,시즌티켓,X5+ 현장테스트,N,21
2024-12-02,시즌티켓,X5+ 구매고객자녀,N,37
2024-12-02,시즌티켓,X5+ 무료 재발행,N,117
2024-12-02,시즌티켓,X5+ 비매품 시설사,N,1
2024-12-02,시즌티켓,X5+ 시설사이벤트,N,1
2024-12-02,시즌티켓,X5+ 시즌패스 1차(대인),N,242
2024-12-02,시즌티켓,X5+ 시즌패스 1차(소인),N,3
2024-12-02,시즌티켓,X5+ 시즌패스 2차(대인),N,26
2024-12-02,시즌티켓,X5+ 시즌패스 3차(대인),N,8
2024-12-02,시즌티켓,X5+ 시즌패스 3차(소인),N,6
2024-12-02,시즌티켓,X5+ 임직원,N,11
2024-12-02,시즌티켓,X5+ 현장테스트,N,1
2024-12-03,시즌티켓,X5+ 구매고객자녀,N,24
2024-12-03,시즌티켓,X5+ 무료 재발행,N,10
2024-12-03,시즌티켓,X5+ 비매품 시설사,N,1
2024-12-03,시즌티켓,X5+ 시설사이벤트,N,1
2024-12-03,시즌티켓,X5+ 시즌패스 1차(대인),N,43
2024-12-03,시즌티켓,X5+ 시즌패스 2차(대인),N,22
2024-12-03,시즌티켓,X5+ 시즌패스 2차(소인),N,3
2024-12-03,시즌티켓,X5+ 시즌패스 3차(대인),N,20
2024-12-03,시즌티켓,X5+ 임직원,N,7
2024-12-03,시즌티켓,X5+ 타사회원 업그레이드,N,1
2024-12-03,시즌티켓,X5+ 현장테스트,N,1
2024-12-04,시즌티켓,X5+ 구매고객자녀,N,17
2024-12-04,시즌티켓,X5+ 무료 재발행,N,6
2024-12-04,시즌티켓,X5+ 비매품 시설사,N,1
2024-12-04,시즌티켓,X5+ 시설사이벤트,N,1
2024-12-04,시즌티켓,X5+ 시즌패스 1차(대인),N,25
2024-12-04,시즌티켓,X5+ 시즌패스 1차(소인),N,3
2024-12-04,시즌티켓,X5+ 시즌패스 2차(대인),N,14
2024-12-04,시즌티켓,X5+ 시즌패스 2차(소인),N,1
2024-12-04,시즌티켓,X5+ 시즌패스 3차(대인),N,10
2024-12-04,시즌티켓,X5+ 임직원,N,8
2024-12-04,시즌티켓,X5+ 타사회원 업그레이드,N,2
2024-12-04,시즌티켓,X5+ 현장테스트,N,4
2024-12-05,시즌티켓,X5+ 구매고객자녀,N,16
2024-12-05,시즌티켓,X5+ 무료 재발행,N,4
2024-12-05,시즌티켓,X5+ 비매품 시설사,N,5
2024-12-05,시즌티켓,X5+ 시설사이벤트,N,1
2024-12-05,시즌티켓,X5+ 시즌패스 1차(대인),N,20
2024-12-05,시즌티켓,X5+ 시즌패스 1차(소인),N,1
2024-12-05,시즌티켓,X5+ 시즌패스 2차(대인),N,19
2024-12-05,시즌티켓,X5+ 시즌패스 2차(소인),N,1
2024-12-05,시즌티켓,X5+ 시즌패스 3차(대인),N,15
2024-12-05,시즌티켓,X5+ 임직원,N,5
2024-12-05,시즌티켓,X5+ 현장테스트,N,9
2024-12-06,리프트,3시간권(대인),Y,131
2024-12-06,리프트,3시간권(소인),Y,10
2024-12-06,리프트,4시간권(대인),Y,93
2024-12-06,리프트,4시간권(소인),Y,7
2024-12-06,리프트,5시간권(대인),Y,41
2024-12-06,리프트,5시간권(소인),Y,9
2024-12-06,리프트,7시간권(대인),Y,67
2024-12-06,리프트,L.연일권 2일 ,Y,9
2024-12-06,리프트,L.연일권 3일 ,Y,215
2024-12-06,리프트,L.인바운드 1일,Y,11
2024-12-06,리프트,L.인바운드 2일,Y,9
2024-12-06,리프트,종일권(대인),Y,5
2024-12-06,시즌티켓,X5+ 구매고객자녀,N,92
2024-12-06,시즌티켓,X5+ 무료 재발행,N,11
2024-12-06,시즌티켓,X5+ 비매품 시설사,N,5
2024-12-06,시즌티켓,X5+ 시설사이벤트,N,2
2024-12-06,시즌티켓,X5+ 시즌패스 1차(대인),N,104
2024-12-06,시즌티켓,X5+ 시즌패스 1차(소인),N,13
2024-12-06,시즌티켓,X5+ 시즌패스 2차(대인),N,112
2024-12-06,시즌티켓,X5+ 시즌패스 2차(소인),N,7
2024-12-06,시즌티켓,X5+ 시즌패스 3차(대인),N,46
2024-12-06,시즌티켓,X5+ 시즌패스 3차(소인),N,5
2024-12-06,시즌티켓,X5+ 임직원,N,17
2024-12-06,시즌티켓,X5+ 타사회원 업그레이드,N,14
2024-12-06,시즌티켓,X5+ 현장테스트,N,4
2024-12-06,시즌티켓,현장얼리버드대인(300),N,229
2024-12-06,시즌티켓,현장얼리버드소인(300),N,2
2024-12-06,시즌티켓,현장일반대인(600),N,3
2024-12-07,리프트,3시간권(대인),N,13
2024-12-07,리프트,3시간권(대인),Y,251
2024-12-07,리프트,3시간권(소인),Y,37
2024-12-07,리프트,4시간권(대인),N,9
2024-12-07,리프트,4시간권(대인),Y,234
2024-12-07,리프트,4시간권(소인),Y,29
2024-12-07,리프트,5시간권(대인),N,6
2024-12-07,리프트,5시간권(대인),Y,224
2024-12-07,리프트,5시간권(소인),Y,27
2024-12-07,리프트,7시간권(대인),N,4
2024-12-07,리프트,7시간권(대인),Y,272
2024-12-07,리프트,7시간권(소인),Y,21
2024-12-07,리프트,L.연일권 2일 ,Y,330
2024-12-07,리프트,L.연일권 3일 ,Y,2
2024-12-07,리프트,종일권(대인),Y,9
2024-12-07,시즌티켓,24프리미엄시즌권(현장),N,1
2024-12-07,시즌티켓,X5+ 구매고객자녀,N,390
2024-12-07,시즌티켓,X5+ 무료 재발행,N,26
2024-12-07,시즌티켓,X5+ 시즌패스 1차(대인),N,243
2024-12-07,시즌티켓,X5+ 시즌패스 1차(소인),N,41
2024-12-07,시즌티켓,X5+ 시즌패스 2차(대인),N,195
2024-12-07,시즌티켓,X5+ 시즌패스 2차(소인),N,15
2024-12-07,시즌티켓,X5+ 시즌패스 3차(대인),N,129
2024-12-07,시즌티켓,X5+ 시즌패스 3차(소인),N,15
2024-12-07,시즌티켓,X5+ 임직원,N,7
2024-12-07,시즌티켓,X5+ 타사회원 업그레이드,N,24
2024-12-07,시즌티켓,X5+ 현장테스트,N,2
2024-12-07,시즌티켓,현장얼리버드대인(300),N,57
2024-12-07,시즌티켓,현장얼리버드소인(300),N,1
2024-12-07,시즌티켓,현장일반대인(600),N,1
2024-12-07,시즌티켓,현장일반소인(500),N,2
2024-12-08,리프트,3시간권(대인),N,1
2024-12-08,리프트,3시간권(대인),Y,248
2024-12-08,리프트,3시간권(소인),Y,69
2024-12-08,리프트,4시간권(대인),N,1
2024-12-08,리프트,4시간권(대인),Y,153
2024-12-08,리프트,4시간권(소인),Y,33
2024-12-08,리프트,5시간권(대인),N,7
2024-12-08,리프트,5시간권(대인),Y,120
2024-12-08,리프트,5시간권(소인),Y,16
2024-12-08,리프트,7시간권(대인),N,5
2024-12-08,리프트,7시간권(대인),Y,137
2024-12-08,리프트,7시간권(소인),Y,13
2024-12-08,리프트,L.연일권 2일 ,Y,58
2024-12-08,리프트,L.연일권 3일 ,Y,112
2024-12-08,리프트,L.연일권 4일 ,Y,6
2024-12-08,리프트,L.인바운드 2일,Y,8
2024-12-08,리프트,L.인바운드 3일,Y,6
2024-12-08,리프트,리프트CL,N,2
2024-12-08,리프트,종일권(대인),Y,12
2024-12-08,시즌티켓,X5+ 구매고객자녀,N,222
2024-12-08,시즌티켓,X5+ 무료 재발행,N,18
2024-12-08,시즌티켓,X5+ 시설사이벤트,N,1
2024-12-08,시즌티켓,X5+ 시즌패스 1차(대인),N,146
2024-12-08,시즌티켓,X5+ 시즌패스 1차(소인),N,25
2024-12-08,시즌티켓,X5+ 시즌패스 2차(대인),N,128
2024-12-08,시즌티켓,X5+ 시즌패스 2차(소인),N,9
2024-12-08,시즌티켓,X5+ 시즌패스 3차(대인),N,48
2024-12-08,시즌티켓,X5+ 시즌패스 3차(소인),N,9
2024-12-08,시즌티켓,X5+ 임직원,N,1
2024-12-08,시즌티켓,X5+ 타사회원 업그레이드,N,9
2024-12-08,시즌티켓,현장일반대인(600),N,2
2024-12-09,리프트,3시간권(대인),N,1
2024-12-09,리프트,3시간권(대인),Y,142
2024-12-09,리프트,3시간권(소인),Y,22
2024-12-09,리프트,4시간권(대인),N,1
2024-12-09,리프트,4시간권(대인),Y,153
2024-12-09,리프트,4시간권(소인),Y,20
2024-12-09,리프트,5시간권(대인),Y,80
2024-12-09,리프트,5시간권(소인),Y,14
2024-12-09,리프트,7시간권(대인),N,2
2024-12-09,리프트,7시간권(대인),Y,123
2024-12-09,리프트,7시간권(소인),Y,34
2024-12-09,리프트,L.연일권 2일 ,Y,265
2024-12-09,리프트,L.연일권 3일 ,Y,64
2024-12-09,리프트,L.연일권 4일 ,Y,44
2024-12-09,리프트,L.연일권 5일 ,Y,2
2024-12-09,리프트,종일권(대인),Y,1
2024-12-09,시즌티켓,X5+ 구매고객자녀,N,34
2024-12-09,시즌티켓,X5+ 무료 재발행,N,9
2024-12-09,시즌티켓,X5+ 비매품 시설사,N,21
2024-12-09,시즌티켓,X5+ 시즌패스 1차(대인),N,55
2024-12-09,시즌티켓,X5+ 시즌패스 1차(소인),N,6
2024-12-09,시즌티켓,X5+ 시즌패스 2차(대인),N,44
2024-12-09,시즌티켓,X5+ 시즌패스 2차(소인),N,2
2024-12-09,시즌티켓,X5+ 시즌패스 3차(대인),N,28
2024-12-09,시즌티켓,X5+ 시즌패스 3차(소인),N,2
2024-12-09,시즌티켓,X5+ 임직원,N,12
2024-12-09,시즌티켓,X5+ 현장테스트,N,4
2024-12-10,리프트,3시간권(대인),Y,93
2024-12-10,리프트,3시간권(소인),Y,17
2024-12-10,리프트,4시간권(대인),N,4
2024-12-10,리프트,4시간권(대인),Y,143
2024-12-10,리프트,4시간권(소인),Y,7
2024-12-10,리프트,5시간권(대인),Y,58
2024-12-10,리프트,5시간권(소인),Y,10
2024-12-10,리프트,7시간권(대인),Y,109
2024-12-10,리프트,7시간권(소인),Y,9
2024-12-10,리프트,L.연일권 2일 ,Y,102
2024-12-10,리프트,L.연일권 3일 ,Y,36
2024-12-10,리프트,L.연일권 4일 ,Y,5
2024-12-10,리프트,L.인바운드 2일,Y,11
2024-12-10,리프트,L.인바운드 3일,Y,2
2024-12-10,리프트,종일권(대인),Y,5
2024-12-10,시즌티켓,X5+ 구매고객자녀,N,36
2024-12-10,시즌티켓,X5+ 무료 재발행,N,6
2024-12-10,시즌티켓,X5+ 비매품 시설사,N,1
2024-12-10,시즌티켓,X5+ 시즌패스 1차(대인),N,26
2024-12-10,시즌티켓,X5+ 시즌패스 2차(대인),N,24
2024-12-10,시즌티켓,X5+ 시즌패스 2차(소인),N,1
2024-12-10,시즌티켓,X5+ 시즌패스 3차(대인),N,29
2024-12-10,시즌티켓,X5+ 시즌패스 3차(소인),N,1
2024-12-10,시즌티켓,X5+ 임직원,N,3
2024-12-10,시즌티켓,X5+ 타사회원 업그레이드,N,1
2024-12-10,시즌티켓,X5+ 현장테스트,N,1
2024-12-11,리프트,3시간권(대인),Y,119
2024-12-11,리프트,3시간권(소인),Y,12
2024-12-11,리프트,4시간권(대인),Y,65
2024-12-11,리프트,4시간권(소인),Y,6
2024-12-11,리프트,5시간권(대인),Y,47
2024-12-11,리프트,5시간권(소인),Y,3
2024-12-11,리프트,7시간권(대인),Y,107
2024-12-11,리프트,7시간권(소인),Y,11
2024-12-11,리프트,L.연일권 2일 ,Y,552
2024-12-11,리프트,L.연일권 3일 ,Y,294
2024-12-11,리프트,L.연일권 4일 ,Y,12
2024-12-11,리프트,L.인바운드 1일,Y,35
2024-12-11,리프트,리프트CL,N,8
2024-12-11,리프트,종일권(대인),Y,8
2024-12-11,시즌티켓,X5+ 구매고객자녀,N,24
2024-12-11,시즌티켓,X5+ 무료 재발행,N,3
2024-12-11,시즌티켓,X5+ 시즌패스 1차(대인),N,27
2024-12-11,시즌티켓,X5+ 시즌패스 1차(소인),N,3
2024-12-11,시즌티켓,X5+ 시즌패스 2차(대인),N,24
2024-12-11,시즌티켓,X5+ 시즌패스 3차(대인),N,22
2024-12-11,시즌티켓,X5+ 시즌패스 3차(소인),N,1
2024-12-12,리프트,3시간권(대인),N,3
2024-12-12,리프트,3시간권(대인),Y,120
2024-12-12,리프트,3시간권(소인),Y,12
2024-12-12,리프트,4시간권(대인),Y,215
2024-12-12,리프트,4시간권(소인),Y,4
2024-12-12,리프트,5시간권(대인),N,1
2024-12-12,리프트,5시간권(대인),Y,72
2024-12-12,리프트,5시간권(소인),Y,5
2024-12-12,리프트,7시간권(대인),N,1
2024-12-12,리프트,7시간권(대인),Y,119
2024-12-12,리프트,7시간권(소인),Y,18
2024-12-12,리프트,L.연일권 2일 ,Y,716
2024-12-12,리프트,L.연일권 3일 ,N,23
2024-12-12,리프트,L.연일권 3일 ,Y,170
2024-12-12,리프트,L.연일권 4일 ,Y,22
2024-12-12,리프트,L.인바운드 2일,Y,11
2024-12-12,리프트,종일권(대인),Y,5
2024-12-12,시즌티켓,X5+ 구매고객자녀,N,35
2024-12-12,시즌티켓,X5+ 무료 재발행,N,2
2024-12-12,시즌티켓,X5+ 비매품 시설사,N,4
2024-12-12,시즌티켓,X5+ 시즌패스 1차(대인),N,44
2024-12-12,시즌티켓,X5+ 시즌패스 1차(소인),N,2
2024-12-12,시즌티켓,X5+ 시즌패스 2차(대인),N,33
2024-12-12,시즌티켓,X5+ 시즌패스 2차(소인),N,1
2024-12-12,시즌티켓,X5+ 시즌패스 3차(대인),N,26
2024-12-12,시즌티켓,X5+ 시즌패스 3차(소인),N,1
2024-12-12,시즌티켓,X5+ 임직원,N,2
2024-12-12,시즌티켓,X5+ 타사회원 업그레이드,N,1
2024-12-13,리프트,3시간권(대인),N,5
2024-12-13,리프트,3시간권(대인),Y,208
2024-12-13,리프트,3시간권(소인),Y,33
2024-12-13,리프트,4시간권(대인),Y,217
2024-12-13,리프트,4시간권(소인),Y,20
2024-12-13,리프트,5시간권(대인),Y,104
2024-12-13,리프트,5시간권(소인),Y,2
2024-12-13,리프트,7시간권(대인),N,1
2024-12-13,리프트,7시간권(대인),Y,99
2024-12-13,리프트,7시간권(소인),Y,7
2024-12-13,리프트,L.연일권 2일 ,Y,99
2024-12-13,리프트,L.연일권 3일 ,Y,456
2024-12-13,리프트,L.인바운드 1일,Y,6
2024-12-13,리프트,리프트CL,N,14
2024-12-13,리프트,종일권(대인),N,6
2024-12-13,리프트,종일권(대인),Y,8
2024-12-13,시즌티켓,X5+ 구매고객자녀,N,96
2024-12-13,시즌티켓,X5+ 무료 재발행,N,15
2024-12-13,시즌티켓,X5+ 시설사이벤트,N,1
2024-12-13,시즌티켓,X5+ 시즌패스 1차(대인),N,69
2024-12-13,시즌티켓,X5+ 시즌패스 1차(소인),N,7
2024-12-13,시즌티켓,X5+ 시즌패스 2차(대인),N,52
2024-12-13,시즌티켓,X5+ 시즌패스 2차(소인),N,5
2024-12-13,시즌티켓,X5+ 시즌패스 3차(대인),N,57
2024-12-13,시즌티켓,X5+ 시즌패스 3차(소인),N,3
2024-12-13,시즌티켓,X5+ 임직원,N,2
2024-12-13,시즌티켓,X5+ 타사회원 업그레이드,N,2
2024-12-13,시즌티켓,X5+ 현장테스트,N,1
2024-12-14,리프트,3시간권(대인),N,7
2024-12-14,리프트,3시간권(대인),Y,385
2024-12-14,리프트,3시간권(소인),N,1
2024-12-14,리프트,3시간권(소인),Y,56
2024-12-14,리프트,4시간권(대인),N,9
2024-12-14,리프트,4시간권(대인),Y,369
2024-12-14,리프트,4시간권(소인),Y,60
2024-12-14,리프트,5시간권(대인),N,2
2024-12-14,리프트,5시간권(대인),Y,247
2024-12-14,리프트,5시간권(소인),Y,20
2024-12-14,리프트,7시간권(대인),N,1
2024-12-14,리프트,7시간권(대인),Y,519
2024-12-14,리프트,7시간권(소인),Y,36
2024-12-14,리프트,L.연일권 2일 ,Y,278
2024-12-14,리프트,L.연일권 3일 ,Y,188
2024-12-14,리프트,L.연일권 4일 ,Y,24
2024-12-14,리프트,L.연일권 5일 ,Y,3
2024-12-14,리프트,종일권(대인),N,1
2024-12-14,리프트,종일권(대인),Y,577
2024-12-14,리프트,종일권(소인),Y,84
2024-12-14,시즌티켓,24프리미엄시즌권(현장),N,1
2024-12-14,시즌티켓,X5+ 구매고객자녀,N,406
2024-12-14,시즌티켓,X5+ 무료 재발행,N,21
2024-12-14,시즌티켓,X5+ 비매품 시설사,N,4
2024-12-14,시즌티켓,X5+ 시설사이벤트,N,1
2024-12-14,시즌티켓,X5+ 시즌패스 1차(대인),N,204
2024-12-14,시즌티켓,X5+ 시즌패스 1차(소인),N,35
2024-12-14,시즌티켓,X5+ 시즌패스 2차(대인),N,153
2024-12-14,시즌티켓,X5+ 시즌패스 2차(소인),N,15
2024-12-14,시즌티켓,X5+ 시즌패스 3차(대인),N,119
2024-12-14,시즌티켓,X5+ 시즌패스 3차(소인),N,17
2024-12-14,시즌티켓,X5+ 임직원,N,5
2024-12-14,시즌티켓,X5+ 타사회원 업그레이드,N,7
2024-12-15,리프트,3시간권(대인),N,4
2024-12-15,리프트,3시간권(대인),Y,227
2024-12-15,리프트,3시간권(소인),N,3
2024-12-15,리프트,3시간권(소인),Y,70
2024-12-15,리프트,4시간권(대인),Y,215
2024-12-15,리프트,4시간권(소인),Y,48
2024-12-15,리프트,5시간권(대인),Y,120
2024-12-15,리프트,5시간권(소인),Y,10
2024-12-15,리프트,7시간권(대인),Y,256
2024-12-15,리프트,7시간권(소인),Y,28
2024-12-15,리프트,L.연일권 2일 ,Y,18
2024-12-15,리프트,L.연일권 3일 ,Y,139
2024-12-15,리프트,L.연일권 4일 ,Y,203
2024-12-15,리프트,L.인바운드 2일,N,11
2024-12-15,리프트,L.인바운드 2일,Y,2
2024-12-15,리프트,L.인바운드 3일,N,16
2024-12-15,리프트,L.인바운드 3일,Y,2
2024-12-15,리프트,L.인바운드 4일,Y,108
2024-12-15,리프트,리프트CL,N,2
2024-12-15,리프트,종일권(대인),Y,220
2024-12-15,리프트,종일권(소인),Y,11
2024-12-15,시즌티켓,24프리미엄시즌권(현장),N,1
2024-12-15,시즌티켓,X5+ 구매고객자녀,N,245
2024-12-15,시즌티켓,X5+ 무료 재발행,N,16
2024-12-15,시즌티켓,X5+ 시즌패스 1차(대인),N,115
2024-12-15,시즌티켓,X5+ 시즌패스 1차(소인),N,27
2024-12-15,시즌티켓,X5+ 시즌패스 2차(대인),N,89
2024-12-15,시즌티켓,X5+ 시즌패스 2차(소인),N,13
2024-12-15,시즌티켓,X5+ 시즌패스 3차(대인),N,67
2024-12-15,시즌티켓,X5+ 시즌패스 3차(소인),N,10
2024-12-15,시즌티켓,X5+ 임직원,N,4
2024-12-15,시즌티켓,X5+ 타사회원 업그레이드,N,2
2024-12-16,리프트,3시간권(대인),N,1
2024-12-16,리프트,3시간권(대인),Y,132
2024-12-16,리프트,3시간권(소인),Y,42
2024-12-16,리프트,4시간권(대인),Y,141
2024-12-16,리프트,4시간권(소인),Y,33
2024-12-16,리프트,5시간권(대인),Y,84
2024-12-16,리프트,5시간권(소인),Y,12
2024-12-16,리프트,7시간권(대인),N,3
2024-12-16,리프트,7시간권(대인),Y,199
2024-12-16,리프트,7시간권(소인),N,3
2024-12-16,리프트,7시간권(소인),Y,33
2024-12-16,리프트,L.연일권 2일 ,Y,417
2024-12-16,리프트,L.연일권 3일 ,N,23
2024-12-16,리프트,L.연일권 3일 ,Y,246
2024-12-16,리프트,L.연일권 4일 ,Y,52
2024-12-16,리프트,종일권(대인),Y,223
2024-12-16,리프트,종일권(소인),Y,28
2024-12-16,시즌티켓,X5+ 구매고객자녀,N,65
2024-12-16,시즌티켓,X5+ 무료 재발행,N,11
2024-12-16,시즌티켓,X5+ 시즌패스 1차(대인),N,48
2024-12-16,시즌티켓,X5+ 시즌패스 1차(소인),N,6
2024-12-16,시즌티켓,X5+ 시즌패스 2차(대인),N,32
2024-12-16,시즌티켓,X5+ 시즌패스 2차(소인),N,1
2024-12-16,시즌티켓,X5+ 시즌패스 3차(대인),N,38
2024-12-16,시즌티켓,X5+ 시즌패스 3차(소인),N,19
2024-12-16,시즌티켓,X5+ 임직원,N,2
2024-12-16,시즌티켓,X5+ 타사회원 업그레이드,N,2
